year,period,periodName,value,state_cd,state_nm,type
2018,M01,January,4.6,53,Washington,Rate
2018,M02,February,4.5,53,Washington,Rate
2018,M03,March,4.5,53,Washington,Rate
2018,M04,April,4.5,53,Washington,Rate
2018,M05,May,4.4,53,Washington,Rate
2018,M06,June,4.4,53,Washington,Rate
2018,M07,July,4.4,53,Washington,Rate
2018,M08,August,4.4,53,Washington,Rate
2018,M09,September,4.4,53,Washington,Rate
2018,M10,October,4.4,53,Washington,Rate
2018,M11,November,4.5,53,Washington,Rate
2018,M12,December,4.5,53,Washington,Rate
2019,M01,January,4.5,53,Washington,Rate
2019,M02,February,4.5,53,Washington,Rate
2019,M03,March,4.5,53,Washington,Rate
2019,M04,April,4.4,53,Washington,Rate
2019,M05,May,4.4,53,Washington,Rate
2019,M06,June,4.3,53,Washington,Rate
2019,M07,July,4.2,53,Washington,Rate
2019,M08,August,4.2,53,Washington,Rate
2019,M09,September,4.1,53,Washington,Rate
2019,M10,October,4.0,53,Washington,Rate
2019,M11,November,4.0,53,Washington,Rate
2019,M12,December,4.0,53,Washington,Rate
2020,M01,January,3.9,53,Washington,Rate
2020,M02,February,3.8,53,Washington,Rate
2020,M03,March,5.1,53,Washington,Rate
2020,M04,April,16.3,53,Washington,Rate
2020,M05,May,15.1,53,Washington,Rate
2018,M01,January,171383.0,53,Washington,Employment
2018,M02,February,170795.0,53,Washington,Employment
2018,M03,March,170114.0,53,Washington,Employment
2018,M04,April,169121.0,53,Washington,Employment
2018,M05,May,168011.0,53,Washington,Employment
2018,M06,June,167146.0,53,Washington,Employment
2018,M07,July,166719.0,53,Washington,Employment
2018,M08,August,167038.0,53,Washington,Employment
2018,M09,September,168156.0,53,Washington,Employment
2018,M10,October,169932.0,53,Washington,Employment
2018,M11,November,171982.0,53,Washington,Employment
2018,M12,December,173745.0,53,Washington,Employment
2019,M01,January,174717.0,53,Washington,Employment
2019,M02,February,174627.0,53,Washington,Employment
2019,M03,March,173782.0,53,Washington,Employment
2019,M04,April,172451.0,53,Washington,Employment
2019,M05,May,170790.0,53,Washington,Employment
2019,M06,June,168922.0,53,Washington,Employment
2019,M07,July,166584.0,53,Washington,Employment
2019,M08,August,163815.0,53,Washington,Employment
2019,M09,September,161055.0,53,Washington,Employment
2019,M10,October,158912.0,53,Washington,Employment
2019,M11,November,158520.0,53,Washington,Employment
2019,M12,December,158813.0,53,Washington,Employment
2020,M01,January,155468.0,53,Washington,Employment
2020,M02,February,151533.0,53,Washington,Employment
2020,M03,March,198560.0,53,Washington,Employment
2020,M04,April,645110.0,53,Washington,Employment
2020,M05,May,594342.0,53,Washington,Employment
2018,M01,January,3591510.0,53,Washington,Unemployment
2018,M02,February,3599592.0,53,Washington,Unemployment
2018,M03,March,3608360.0,53,Washington,Unemployment
2018,M04,April,3616762.0,53,Washington,Unemployment
2018,M05,May,3624247.0,53,Washington,Unemployment
2018,M06,June,3631464.0,53,Washington,Unemployment
2018,M07,July,3639106.0,53,Washington,Unemployment
2018,M08,August,3647826.0,53,Washington,Unemployment
2018,M09,September,3657561.0,53,Washington,Unemployment
2018,M10,October,3667579.0,53,Washington,Unemployment
2018,M11,November,3677322.0,53,Washington,Unemployment
2018,M12,December,3686298.0,53,Washington,Unemployment
2019,M01,January,3694229.0,53,Washington,Unemployment
2019,M02,February,3701364.0,53,Washington,Unemployment
2019,M03,March,3708611.0,53,Washington,Unemployment
2019,M04,April,3717134.0,53,Washington,Unemployment
2019,M05,May,3727376.0,53,Washington,Unemployment
2019,M06,June,3739115.0,53,Washington,Unemployment
2019,M07,July,3753135.0,53,Washington,Unemployment
2019,M08,August,3766907.0,53,Washington,Unemployment
2019,M09,September,3779057.0,53,Washington,Unemployment
2019,M10,October,3787504.0,53,Washington,Unemployment
2019,M11,November,3788021.0,53,Washington,Unemployment
2019,M12,December,3786562.0,53,Washington,Unemployment
2020,M01,January,3799772.0,53,Washington,Unemployment
2020,M02,February,3810985.0,53,Washington,Unemployment
2020,M03,March,3692118.0,53,Washington,Unemployment
2020,M04,April,3318207.0,53,Washington,Unemployment
2020,M05,May,3349159.0,53,Washington,Unemployment
2018,M01,January,3.2,46,South Dakota,Rate
2018,M02,February,3.2,46,South Dakota,Rate
2018,M03,March,3.1,46,South Dakota,Rate
2018,M04,April,3.1,46,South Dakota,Rate
2018,M05,May,3.1,46,South Dakota,Rate
2018,M06,June,3.1,46,South Dakota,Rate
2018,M07,July,3.0,46,South Dakota,Rate
2018,M08,August,3.0,46,South Dakota,Rate
2018,M09,September,3.0,46,South Dakota,Rate
2018,M10,October,3.0,46,South Dakota,Rate
2018,M11,November,3.0,46,South Dakota,Rate
2018,M12,December,3.1,46,South Dakota,Rate
2019,M01,January,3.1,46,South Dakota,Rate
2019,M02,February,3.1,46,South Dakota,Rate
2019,M03,March,3.2,46,South Dakota,Rate
2019,M04,April,3.2,46,South Dakota,Rate
2019,M05,May,3.3,46,South Dakota,Rate
2019,M06,June,3.3,46,South Dakota,Rate
2019,M07,July,3.3,46,South Dakota,Rate
2019,M08,August,3.3,46,South Dakota,Rate
2019,M09,September,3.4,46,South Dakota,Rate
2019,M10,October,3.4,46,South Dakota,Rate
2019,M11,November,3.4,46,South Dakota,Rate
2019,M12,December,3.4,46,South Dakota,Rate
2020,M01,January,3.4,46,South Dakota,Rate
2020,M02,February,3.3,46,South Dakota,Rate
2020,M03,March,3.1,46,South Dakota,Rate
2020,M04,April,10.9,46,South Dakota,Rate
2020,M05,May,9.4,46,South Dakota,Rate
2018,M01,January,14546.0,46,South Dakota,Employment
2018,M02,February,14464.0,46,South Dakota,Employment
2018,M03,March,14370.0,46,South Dakota,Employment
2018,M04,April,14249.0,46,South Dakota,Employment
2018,M05,May,14123.0,46,South Dakota,Employment
2018,M06,June,14010.0,46,South Dakota,Employment
2018,M07,July,13915.0,46,South Dakota,Employment
2018,M08,August,13852.0,46,South Dakota,Employment
2018,M09,September,13834.0,46,South Dakota,Employment
2018,M10,October,13879.0,46,South Dakota,Employment
2018,M11,November,13981.0,46,South Dakota,Employment
2018,M12,December,14130.0,46,South Dakota,Employment
2019,M01,January,14326.0,46,South Dakota,Employment
2019,M02,February,14547.0,46,South Dakota,Employment
2019,M03,March,14771.0,46,South Dakota,Employment
2019,M04,April,14976.0,46,South Dakota,Employment
2019,M05,May,15140.0,46,South Dakota,Employment
2019,M06,June,15275.0,46,South Dakota,Employment
2019,M07,July,15417.0,46,South Dakota,Employment
2019,M08,August,15565.0,46,South Dakota,Employment
2019,M09,September,15707.0,46,South Dakota,Employment
2019,M10,October,15800.0,46,South Dakota,Employment
2019,M11,November,15795.0,46,South Dakota,Employment
2019,M12,December,15772.0,46,South Dakota,Employment
2020,M01,January,15811.0,46,South Dakota,Employment
2020,M02,February,15610.0,46,South Dakota,Employment
2020,M03,March,14297.0,46,South Dakota,Employment
2020,M04,April,51276.0,46,South Dakota,Employment
2020,M05,May,43818.0,46,South Dakota,Employment
2018,M01,January,443624.0,46,South Dakota,Unemployment
2018,M02,February,443930.0,46,South Dakota,Unemployment
2018,M03,March,444237.0,46,South Dakota,Unemployment
2018,M04,April,444552.0,46,South Dakota,Unemployment
2018,M05,May,444878.0,46,South Dakota,Unemployment
2018,M06,June,445222.0,46,South Dakota,Unemployment
2018,M07,July,445595.0,46,South Dakota,Unemployment
2018,M08,August,445991.0,46,South Dakota,Unemployment
2018,M09,September,446385.0,46,South Dakota,Unemployment
2018,M10,October,446743.0,46,South Dakota,Unemployment
2018,M11,November,447039.0,46,South Dakota,Unemployment
2018,M12,December,447254.0,46,South Dakota,Unemployment
2019,M01,January,447348.0,46,South Dakota,Unemployment
2019,M02,February,447375.0,46,South Dakota,Unemployment
2019,M03,March,447414.0,46,South Dakota,Unemployment
2019,M04,April,447528.0,46,South Dakota,Unemployment
2019,M05,May,447776.0,46,South Dakota,Unemployment
2019,M06,June,448192.0,46,South Dakota,Unemployment
2019,M07,July,448786.0,46,South Dakota,Unemployment
2019,M08,August,449335.0,46,South Dakota,Unemployment
2019,M09,September,449811.0,46,South Dakota,Unemployment
2019,M10,October,450107.0,46,South Dakota,Unemployment
2019,M11,November,450090.0,46,South Dakota,Unemployment
2019,M12,December,450033.0,46,South Dakota,Unemployment
2020,M01,January,450689.0,46,South Dakota,Unemployment
2020,M02,February,451498.0,46,South Dakota,Unemployment
2020,M03,March,453878.0,46,South Dakota,Unemployment
2020,M04,April,419024.0,46,South Dakota,Unemployment
2020,M05,May,420610.0,46,South Dakota,Unemployment
2018,M01,January,4.5,39,Ohio,Rate
2018,M02,February,4.5,39,Ohio,Rate
2018,M03,March,4.5,39,Ohio,Rate
2018,M04,April,4.6,39,Ohio,Rate
2018,M05,May,4.6,39,Ohio,Rate
2018,M06,June,4.5,39,Ohio,Rate
2018,M07,July,4.5,39,Ohio,Rate
2018,M08,August,4.4,39,Ohio,Rate
2018,M09,September,4.4,39,Ohio,Rate
2018,M10,October,4.4,39,Ohio,Rate
2018,M11,November,4.4,39,Ohio,Rate
2018,M12,December,4.3,39,Ohio,Rate
2019,M01,January,4.3,39,Ohio,Rate
2019,M02,February,4.2,39,Ohio,Rate
2019,M03,March,4.1,39,Ohio,Rate
2019,M04,April,4.1,39,Ohio,Rate
2019,M05,May,4.1,39,Ohio,Rate
2019,M06,June,4.1,39,Ohio,Rate
2019,M07,July,4.2,39,Ohio,Rate
2019,M08,August,4.2,39,Ohio,Rate
2019,M09,September,4.1,39,Ohio,Rate
2019,M10,October,4.1,39,Ohio,Rate
2019,M11,November,4.1,39,Ohio,Rate
2019,M12,December,4.1,39,Ohio,Rate
2020,M01,January,4.1,39,Ohio,Rate
2020,M02,February,4.1,39,Ohio,Rate
2020,M03,March,5.8,39,Ohio,Rate
2020,M04,April,17.6,39,Ohio,Rate
2020,M05,May,13.7,39,Ohio,Rate
2018,M01,January,259195.0,39,Ohio,Employment
2018,M02,February,259856.0,39,Ohio,Employment
2018,M03,March,262327.0,39,Ohio,Employment
2018,M04,April,264278.0,39,Ohio,Employment
2018,M05,May,264593.0,39,Ohio,Employment
2018,M06,June,262829.0,39,Ohio,Employment
2018,M07,July,259555.0,39,Ohio,Employment
2018,M08,August,256704.0,39,Ohio,Employment
2018,M09,September,255147.0,39,Ohio,Employment
2018,M10,October,254621.0,39,Ohio,Employment
2018,M11,November,253925.0,39,Ohio,Employment
2018,M12,December,251958.0,39,Ohio,Employment
2019,M01,January,248130.0,39,Ohio,Employment
2019,M02,February,242952.0,39,Ohio,Employment
2019,M03,March,238543.0,39,Ohio,Employment
2019,M04,April,236411.0,39,Ohio,Employment
2019,M05,May,236756.0,39,Ohio,Employment
2019,M06,June,238856.0,39,Ohio,Employment
2019,M07,July,241034.0,39,Ohio,Employment
2019,M08,August,241438.0,39,Ohio,Employment
2019,M09,September,240086.0,39,Ohio,Employment
2019,M10,October,238144.0,39,Ohio,Employment
2019,M11,November,236970.0,39,Ohio,Employment
2019,M12,December,236888.0,39,Ohio,Employment
2020,M01,January,238438.0,39,Ohio,Employment
2020,M02,February,240841.0,39,Ohio,Employment
2020,M03,March,334454.0,39,Ohio,Employment
2020,M04,April,999218.0,39,Ohio,Employment
2020,M05,May,788338.0,39,Ohio,Employment
2018,M01,January,5503461.0,39,Ohio,Unemployment
2018,M02,February,5505283.0,39,Ohio,Unemployment
2018,M03,March,5509047.0,39,Ohio,Unemployment
2018,M04,April,5512758.0,39,Ohio,Unemployment
2018,M05,May,5515053.0,39,Ohio,Unemployment
2018,M06,June,5516710.0,39,Ohio,Unemployment
2018,M07,July,5518711.0,39,Ohio,Unemployment
2018,M08,August,5522416.0,39,Ohio,Unemployment
2018,M09,September,5528589.0,39,Ohio,Unemployment
2018,M10,October,5536571.0,39,Ohio,Unemployment
2018,M11,November,5545158.0,39,Ohio,Unemployment
2018,M12,December,5552187.0,39,Ohio,Unemployment
2019,M01,January,5555676.0,39,Ohio,Unemployment
2019,M02,February,5555168.0,39,Ohio,Unemployment
2019,M03,March,5552692.0,39,Ohio,Unemployment
2019,M04,April,5551351.0,39,Ohio,Unemployment
2019,M05,May,5552734.0,39,Ohio,Unemployment
2019,M06,June,5556712.0,39,Ohio,Unemployment
2019,M07,July,5563089.0,39,Ohio,Unemployment
2019,M08,August,5569183.0,39,Ohio,Unemployment
2019,M09,September,5574031.0,39,Ohio,Unemployment
2019,M10,October,5576321.0,39,Ohio,Unemployment
2019,M11,November,5575626.0,39,Ohio,Unemployment
2019,M12,December,5574862.0,39,Ohio,Unemployment
2020,M01,January,5580352.0,39,Ohio,Unemployment
2020,M02,February,5588285.0,39,Ohio,Unemployment
2020,M03,March,5441767.0,39,Ohio,Unemployment
2020,M04,April,4672850.0,39,Ohio,Unemployment
2020,M05,May,4955633.0,39,Ohio,Unemployment
2018,M01,January,3.9,01,Alabama,Rate
2018,M02,February,3.9,01,Alabama,Rate
2018,M03,March,4.0,01,Alabama,Rate
2018,M04,April,4.0,01,Alabama,Rate
2018,M05,May,4.0,01,Alabama,Rate
2018,M06,June,4.0,01,Alabama,Rate
2018,M07,July,4.0,01,Alabama,Rate
2018,M08,August,3.9,01,Alabama,Rate
2018,M09,September,3.8,01,Alabama,Rate
2018,M10,October,3.7,01,Alabama,Rate
2018,M11,November,3.7,01,Alabama,Rate
2018,M12,December,3.6,01,Alabama,Rate
2019,M01,January,3.6,01,Alabama,Rate
2019,M02,February,3.5,01,Alabama,Rate
2019,M03,March,3.3,01,Alabama,Rate
2019,M04,April,3.2,01,Alabama,Rate
2019,M05,May,3.0,01,Alabama,Rate
2019,M06,June,2.9,01,Alabama,Rate
2019,M07,July,2.8,01,Alabama,Rate
2019,M08,August,2.8,01,Alabama,Rate
2019,M09,September,2.7,01,Alabama,Rate
2019,M10,October,2.7,01,Alabama,Rate
2019,M11,November,2.7,01,Alabama,Rate
2019,M12,December,2.7,01,Alabama,Rate
2020,M01,January,2.7,01,Alabama,Rate
2020,M02,February,2.7,01,Alabama,Rate
2020,M03,March,3.0,01,Alabama,Rate
2020,M04,April,13.8,01,Alabama,Rate
2020,M05,May,9.9,01,Alabama,Rate
2018,M01,January,85233.0,01,Alabama,Employment
2018,M02,February,86337.0,01,Alabama,Employment
2018,M03,March,87563.0,01,Alabama,Employment
2018,M04,April,88563.0,01,Alabama,Employment
2018,M05,May,89106.0,01,Alabama,Employment
2018,M06,June,88919.0,01,Alabama,Employment
2018,M07,July,87887.0,01,Alabama,Employment
2018,M08,August,86409.0,01,Alabama,Employment
2018,M09,September,84833.0,01,Alabama,Employment
2018,M10,October,83366.0,01,Alabama,Employment
2018,M11,November,82122.0,01,Alabama,Employment
2018,M12,December,80966.0,01,Alabama,Employment
2019,M01,January,79460.0,01,Alabama,Employment
2019,M02,February,77232.0,01,Alabama,Employment
2019,M03,March,74369.0,01,Alabama,Employment
2019,M04,April,71185.0,01,Alabama,Employment
2019,M05,May,68057.0,01,Alabama,Employment
2019,M06,June,65389.0,01,Alabama,Employment
2019,M07,July,63414.0,01,Alabama,Employment
2019,M08,August,62149.0,01,Alabama,Employment
2019,M09,September,61495.0,01,Alabama,Employment
2019,M10,October,61210.0,01,Alabama,Employment
2019,M11,November,61381.0,01,Alabama,Employment
2019,M12,December,61530.0,01,Alabama,Employment
2020,M01,January,61069.0,01,Alabama,Employment
2020,M02,February,59655.0,01,Alabama,Employment
2020,M03,March,67004.0,01,Alabama,Employment
2020,M04,April,302535.0,01,Alabama,Employment
2020,M05,May,221811.0,01,Alabama,Employment
2018,M01,January,2108270.0,01,Alabama,Unemployment
2018,M02,February,2111603.0,01,Alabama,Unemployment
2018,M03,March,2116089.0,01,Alabama,Unemployment
2018,M04,April,2120773.0,01,Alabama,Unemployment
2018,M05,May,2124833.0,01,Alabama,Unemployment
2018,M06,June,2128455.0,01,Alabama,Unemployment
2018,M07,July,2132025.0,01,Alabama,Unemployment
2018,M08,August,2135951.0,01,Alabama,Unemployment
2018,M09,September,2140433.0,01,Alabama,Unemployment
2018,M10,October,2145326.0,01,Alabama,Unemployment
2018,M11,November,2150295.0,01,Alabama,Unemployment
2018,M12,December,2154840.0,01,Alabama,Unemployment
2019,M01,January,2158471.0,01,Alabama,Unemployment
2019,M02,February,2160923.0,01,Alabama,Unemployment
2019,M03,March,2162757.0,01,Alabama,Unemployment
2019,M04,April,2164945.0,01,Alabama,Unemployment
2019,M05,May,2167956.0,01,Alabama,Unemployment
2019,M06,June,2171639.0,01,Alabama,Unemployment
2019,M07,July,2176144.0,01,Alabama,Unemployment
2019,M08,August,2180477.0,01,Alabama,Unemployment
2019,M09,September,2184271.0,01,Alabama,Unemployment
2019,M10,October,2186771.0,01,Alabama,Unemployment
2019,M11,November,2186809.0,01,Alabama,Unemployment
2019,M12,December,2186356.0,01,Alabama,Unemployment
2020,M01,January,2186652.0,01,Alabama,Unemployment
2020,M02,February,2184305.0,01,Alabama,Unemployment
2020,M03,March,2151586.0,01,Alabama,Unemployment
2020,M04,April,1895950.0,01,Alabama,Unemployment
2020,M05,May,2024276.0,01,Alabama,Unemployment
2018,M01,January,3.7,05,Arkansas,Rate
2018,M02,February,3.7,05,Arkansas,Rate
2018,M03,March,3.7,05,Arkansas,Rate
2018,M04,April,3.7,05,Arkansas,Rate
2018,M05,May,3.7,05,Arkansas,Rate
2018,M06,June,3.6,05,Arkansas,Rate
2018,M07,July,3.6,05,Arkansas,Rate
2018,M08,August,3.6,05,Arkansas,Rate
2018,M09,September,3.6,05,Arkansas,Rate
2018,M10,October,3.6,05,Arkansas,Rate
2018,M11,November,3.6,05,Arkansas,Rate
2018,M12,December,3.6,05,Arkansas,Rate
2019,M01,January,3.6,05,Arkansas,Rate
2019,M02,February,3.6,05,Arkansas,Rate
2019,M03,March,3.5,05,Arkansas,Rate
2019,M04,April,3.5,05,Arkansas,Rate
2019,M05,May,3.5,05,Arkansas,Rate
2019,M06,June,3.6,05,Arkansas,Rate
2019,M07,July,3.6,05,Arkansas,Rate
2019,M08,August,3.6,05,Arkansas,Rate
2019,M09,September,3.6,05,Arkansas,Rate
2019,M10,October,3.5,05,Arkansas,Rate
2019,M11,November,3.5,05,Arkansas,Rate
2019,M12,December,3.5,05,Arkansas,Rate
2020,M01,January,3.5,05,Arkansas,Rate
2020,M02,February,3.5,05,Arkansas,Rate
2020,M03,March,5.0,05,Arkansas,Rate
2020,M04,April,10.8,05,Arkansas,Rate
2020,M05,May,9.5,05,Arkansas,Rate
2018,M01,January,50501.0,05,Arkansas,Employment
2018,M02,February,50563.0,05,Arkansas,Employment
2018,M03,March,50469.0,05,Arkansas,Employment
2018,M04,April,50121.0,05,Arkansas,Employment
2018,M05,May,49609.0,05,Arkansas,Employment
2018,M06,June,49062.0,05,Arkansas,Employment
2018,M07,July,48586.0,05,Arkansas,Employment
2018,M08,August,48336.0,05,Arkansas,Employment
2018,M09,September,48367.0,05,Arkansas,Employment
2018,M10,October,48587.0,05,Arkansas,Employment
2018,M11,November,48819.0,05,Arkansas,Employment
2018,M12,December,48914.0,05,Arkansas,Employment
2019,M01,January,48786.0,05,Arkansas,Employment
2019,M02,February,48504.0,05,Arkansas,Employment
2019,M03,March,48269.0,05,Arkansas,Employment
2019,M04,April,48175.0,05,Arkansas,Employment
2019,M05,May,48219.0,05,Arkansas,Employment
2019,M06,June,48367.0,05,Arkansas,Employment
2019,M07,July,48529.0,05,Arkansas,Employment
2019,M08,August,48570.0,05,Arkansas,Employment
2019,M09,September,48450.0,05,Arkansas,Employment
2019,M10,October,48278.0,05,Arkansas,Employment
2019,M11,November,48190.0,05,Arkansas,Employment
2019,M12,December,48186.0,05,Arkansas,Employment
2020,M01,January,48068.0,05,Arkansas,Employment
2020,M02,February,47802.0,05,Arkansas,Employment
2020,M03,March,69728.0,05,Arkansas,Employment
2020,M04,April,140898.0,05,Arkansas,Employment
2020,M05,May,128235.0,05,Arkansas,Employment
2018,M01,January,1299054.0,05,Arkansas,Unemployment
2018,M02,February,1299305.0,05,Arkansas,Unemployment
2018,M03,March,1299917.0,05,Arkansas,Unemployment
2018,M04,April,1300745.0,05,Arkansas,Unemployment
2018,M05,May,1301603.0,05,Arkansas,Unemployment
2018,M06,June,1302534.0,05,Arkansas,Unemployment
2018,M07,July,1303583.0,05,Arkansas,Unemployment
2018,M08,August,1304892.0,05,Arkansas,Unemployment
2018,M09,September,1306573.0,05,Arkansas,Unemployment
2018,M10,October,1308521.0,05,Arkansas,Unemployment
2018,M11,November,1310531.0,05,Arkansas,Unemployment
2018,M12,December,1312311.0,05,Arkansas,Unemployment
2019,M01,January,1313527.0,05,Arkansas,Unemployment
2019,M02,February,1313963.0,05,Arkansas,Unemployment
2019,M03,March,1313673.0,05,Arkansas,Unemployment
2019,M04,April,1312967.0,05,Arkansas,Unemployment
2019,M05,May,1312287.0,05,Arkansas,Unemployment
2019,M06,June,1312004.0,05,Arkansas,Unemployment
2019,M07,July,1312512.0,05,Arkansas,Unemployment
2019,M08,August,1313485.0,05,Arkansas,Unemployment
2019,M09,September,1314807.0,05,Arkansas,Unemployment
2019,M10,October,1315900.0,05,Arkansas,Unemployment
2019,M11,November,1316141.0,05,Arkansas,Unemployment
2019,M12,December,1316069.0,05,Arkansas,Unemployment
2020,M01,January,1318240.0,05,Arkansas,Unemployment
2020,M02,February,1319907.0,05,Arkansas,Unemployment
2020,M03,March,1316741.0,05,Arkansas,Unemployment
2020,M04,April,1168783.0,05,Arkansas,Unemployment
2020,M05,May,1215161.0,05,Arkansas,Unemployment
2018,M01,January,5.2,35,New Mexico,Rate
2018,M02,February,5.1,35,New Mexico,Rate
2018,M03,March,5.0,35,New Mexico,Rate
2018,M04,April,4.9,35,New Mexico,Rate
2018,M05,May,4.8,35,New Mexico,Rate
2018,M06,June,4.8,35,New Mexico,Rate
2018,M07,July,4.8,35,New Mexico,Rate
2018,M08,August,4.8,35,New Mexico,Rate
2018,M09,September,4.8,35,New Mexico,Rate
2018,M10,October,4.9,35,New Mexico,Rate
2018,M11,November,4.9,35,New Mexico,Rate
2018,M12,December,4.9,35,New Mexico,Rate
2019,M01,January,5.0,35,New Mexico,Rate
2019,M02,February,5.0,35,New Mexico,Rate
2019,M03,March,5.0,35,New Mexico,Rate
2019,M04,April,5.0,35,New Mexico,Rate
2019,M05,May,4.9,35,New Mexico,Rate
2019,M06,June,4.9,35,New Mexico,Rate
2019,M07,July,4.8,35,New Mexico,Rate
2019,M08,August,4.8,35,New Mexico,Rate
2019,M09,September,4.8,35,New Mexico,Rate
2019,M10,October,4.8,35,New Mexico,Rate
2019,M11,November,4.8,35,New Mexico,Rate
2019,M12,December,4.8,35,New Mexico,Rate
2020,M01,January,4.8,35,New Mexico,Rate
2020,M02,February,4.8,35,New Mexico,Rate
2020,M03,March,6.3,35,New Mexico,Rate
2020,M04,April,11.9,35,New Mexico,Rate
2020,M05,May,9.2,35,New Mexico,Rate
2018,M01,January,48479.0,35,New Mexico,Employment
2018,M02,February,47408.0,35,New Mexico,Employment
2018,M03,March,46465.0,35,New Mexico,Employment
2018,M04,April,45680.0,35,New Mexico,Employment
2018,M05,May,45139.0,35,New Mexico,Employment
2018,M06,June,44871.0,35,New Mexico,Employment
2018,M07,July,44809.0,35,New Mexico,Employment
2018,M08,August,44944.0,35,New Mexico,Employment
2018,M09,September,45273.0,35,New Mexico,Employment
2018,M10,October,45748.0,35,New Mexico,Employment
2018,M11,November,46270.0,35,New Mexico,Employment
2018,M12,December,46721.0,35,New Mexico,Employment
2019,M01,January,47045.0,35,New Mexico,Employment
2019,M02,February,47221.0,35,New Mexico,Employment
2019,M03,March,47255.0,35,New Mexico,Employment
2019,M04,April,47118.0,35,New Mexico,Employment
2019,M05,May,46813.0,35,New Mexico,Employment
2019,M06,June,46442.0,35,New Mexico,Employment
2019,M07,July,46108.0,35,New Mexico,Employment
2019,M08,August,45841.0,35,New Mexico,Employment
2019,M09,September,45677.0,35,New Mexico,Employment
2019,M10,October,45627.0,35,New Mexico,Employment
2019,M11,November,45680.0,35,New Mexico,Employment
2019,M12,December,45728.0,35,New Mexico,Employment
2020,M01,January,45670.0,35,New Mexico,Employment
2020,M02,February,46008.0,35,New Mexico,Employment
2020,M03,March,61054.0,35,New Mexico,Employment
2020,M04,April,108706.0,35,New Mexico,Employment
2020,M05,May,83139.0,35,New Mexico,Employment
2018,M01,January,885510.0,35,New Mexico,Unemployment
2018,M02,February,886811.0,35,New Mexico,Unemployment
2018,M03,March,888301.0,35,New Mexico,Unemployment
2018,M04,April,889752.0,35,New Mexico,Unemployment
2018,M05,May,890995.0,35,New Mexico,Unemployment
2018,M06,June,892093.0,35,New Mexico,Unemployment
2018,M07,July,893095.0,35,New Mexico,Unemployment
2018,M08,August,894054.0,35,New Mexico,Unemployment
2018,M09,September,895053.0,35,New Mexico,Unemployment
2018,M10,October,896179.0,35,New Mexico,Unemployment
2018,M11,November,897452.0,35,New Mexico,Unemployment
2018,M12,December,898770.0,35,New Mexico,Unemployment
2019,M01,January,899963.0,35,New Mexico,Unemployment
2019,M02,February,900972.0,35,New Mexico,Unemployment
2019,M03,March,901992.0,35,New Mexico,Unemployment
2019,M04,April,903253.0,35,New Mexico,Unemployment
2019,M05,May,904857.0,35,New Mexico,Unemployment
2019,M06,June,906791.0,35,New Mexico,Unemployment
2019,M07,July,909143.0,35,New Mexico,Unemployment
2019,M08,August,911407.0,35,New Mexico,Unemployment
2019,M09,September,913337.0,35,New Mexico,Unemployment
2019,M10,October,914532.0,35,New Mexico,Unemployment
2019,M11,November,914468.0,35,New Mexico,Unemployment
2019,M12,December,914194.0,35,New Mexico,Unemployment
2020,M01,January,915430.0,35,New Mexico,Unemployment
2020,M02,February,915799.0,35,New Mexico,Unemployment
2020,M03,March,907628.0,35,New Mexico,Unemployment
2020,M04,April,807804.0,35,New Mexico,Unemployment
2020,M05,May,821900.0,35,New Mexico,Unemployment
2018,M01,January,4.0,48,Texas,Rate
2018,M02,February,4.0,48,Texas,Rate
2018,M03,March,4.0,48,Texas,Rate
2018,M04,April,4.0,48,Texas,Rate
2018,M05,May,3.9,48,Texas,Rate
2018,M06,June,3.9,48,Texas,Rate
2018,M07,July,3.8,48,Texas,Rate
2018,M08,August,3.7,48,Texas,Rate
2018,M09,September,3.7,48,Texas,Rate
2018,M10,October,3.7,48,Texas,Rate
2018,M11,November,3.7,48,Texas,Rate
2018,M12,December,3.7,48,Texas,Rate
2019,M01,January,3.7,48,Texas,Rate
2019,M02,February,3.6,48,Texas,Rate
2019,M03,March,3.5,48,Texas,Rate
2019,M04,April,3.5,48,Texas,Rate
2019,M05,May,3.4,48,Texas,Rate
2019,M06,June,3.4,48,Texas,Rate
2019,M07,July,3.5,48,Texas,Rate
2019,M08,August,3.5,48,Texas,Rate
2019,M09,September,3.5,48,Texas,Rate
2019,M10,October,3.5,48,Texas,Rate
2019,M11,November,3.5,48,Texas,Rate
2019,M12,December,3.5,48,Texas,Rate
2020,M01,January,3.5,48,Texas,Rate
2020,M02,February,3.5,48,Texas,Rate
2020,M03,March,5.1,48,Texas,Rate
2020,M04,April,13.5,48,Texas,Rate
2020,M05,May,13.0,48,Texas,Rate
2018,M01,January,551518.0,48,Texas,Employment
2018,M02,February,552438.0,48,Texas,Employment
2018,M03,March,551955.0,48,Texas,Employment
2018,M04,April,548251.0,48,Texas,Employment
2018,M05,May,541980.0,48,Texas,Employment
2018,M06,June,533922.0,48,Texas,Employment
2018,M07,July,524913.0,48,Texas,Employment
2018,M08,August,518131.0,48,Texas,Employment
2018,M09,September,515287.0,48,Texas,Employment
2018,M10,October,515709.0,48,Texas,Employment
2018,M11,November,516780.0,48,Texas,Employment
2018,M12,December,515569.0,48,Texas,Employment
2019,M01,January,510277.0,48,Texas,Employment
2019,M02,February,501330.0,48,Texas,Employment
2019,M03,March,491917.0,48,Texas,Employment
